month,date,time,temp_low,temp_high,wind
2020-07,"Sat, Jul 11",12 am,Lo:72,Hi:73,4
2020-07,"Sun, Jul 12",12 am,Lo:72,Hi:73,7
2020-07,"Mon, Jul 13",12 am,Lo:72,Hi:75,2
2020-07,"Tue, Jul 14",12 am,Lo:72,Hi:75,4
2020-07,"Wed, Jul 15",12 am,Lo:72,Hi:75,5
2020-07,"Thu, Jul 16",12 am,Lo:70,Hi:72,2
2020-07,"Fri, Jul 17",12 am,Lo:70,Hi:72,2
2020-07,"Sat, Jul 18",12 am,Lo:72,Hi:75,0
2020-07,"Sun, Jul 19",12 am,Lo:77,Hi:79,3
2020-07,"Mon, Jul 20",12 am,Lo:82,Hi:82,2
2020-07,"Tue, Jul 21",12 am,Lo:79,Hi:81,2
2020-07,"Wed, Jul 22",12 am,Lo:73,Hi:81,1
2020-07,"Thu, Jul 23",12 am,Lo:73,Hi:73,4
2020-07,"Fri, Jul 24",12 am,Lo:73,Hi:81,2
2020-07,"Sat, Jul 25",12 am,Lo:73,Hi:75,1
2020-07,"Sun, Jul 26",12 am,Lo:77,Hi:79,5
2020-07,"Mon, Jul 27",12 am,Lo:77,Hi:82,2
2020-07,"Tue, Jul 28",12 am,Lo:81,Hi:84,8
2020-07,"Wed, Jul 29",12 am,Lo:79,Hi:81,1
2020-07,"Thu, Jul 30",12 am,Lo:79,Hi:82,2
2020-07,"Mon, Jul 27",12 am,Lo:77,Hi:82,2
2020-07,"Tue, Jul 28",12 am,Lo:81,Hi:84,8
2020-07,"Wed, Jul 29",12 am,Lo:79,Hi:81,1
2020-07,"Thu, Jul 30",12 am,Lo:79,Hi:82,2
2020-07,"Fri, Jul 31",12 am,Lo:70,Hi:79,3
2020-08,"Sun, Aug 2",12 am,Lo:77,Hi:79,2
2020-08,"Mon, Aug 3",12 am,Lo:79,Hi:82,5
2020-08,"Tue, Aug 4",12 am,Lo:72,Hi:73,2
2020-08,"Wed, Aug 5",12 am,Lo:73,Hi:75,4
2020-08,"Thu, Aug 6",12 am,Lo:73,Hi:75,1
2020-08,"Thu, Aug 6",12 am,Lo:73,Hi:75,1
2020-08,"Fri, Aug 7",12 am,Lo:68,Hi:73,1
2020-08,"Sat, Aug 8",12 am,Lo:70,Hi:72,2
2020-08,"Sun, Aug 9",12 am,Lo:72,Hi:73,2
2020-08,"Mon, Aug 10",12 am,Lo:75,Hi:79,4
2020-08,"Tue, Aug 11",12 am,Lo:79,Hi:81,4
2020-08,"Wed, Aug 12",12 am,Lo:79,Hi:79,4
2020-08,"Thu, Aug 13",12 am,Lo:75,Hi:79,2
2020-08,"Fri, Aug 14",12 am,Lo:73,Hi:75,4
2020-08,"Sat, Aug 15",12 am,Lo:72,Hi:75,3
2020-08,"Sun, Aug 16",12 am,Lo:68,Hi:72,8
2020-08,"Mon, Aug 17",12 am,Lo:64,Hi:68,2
2020-08,"Tue, Aug 18",12 am,Lo:64,Hi:70,5
2020-08,"Wed, Aug 19",12 am,Lo:70,Hi:75,2
2020-08,"Thu, Aug 20",12 am,Lo:64,Hi:68,2
2020-08,"Fri, Aug 21",12 am,Lo:68,Hi:70,6
2020-08,"Sat, Aug 22",12 am,Lo:73,Hi:75,5
2020-08,"Sun, Aug 23",12 am,Lo:73,Hi:77,2
2020-08,"Mon, Aug 24",12 am,Lo:75,Hi:79,1
2020-08,"Tue, Aug 25",12 am,Lo:75,Hi:79,3
2020-08,"Wed, Aug 26",12 am,Lo:68,Hi:73,5
2020-08,"Thu, Aug 27",12 am,Lo:70,Hi:73,1
2020-08,"Fri, Aug 28",12 am,Lo:72,Hi:73,3
2020-08,"Sat, Aug 29",12 am,Lo:72,Hi:73,6
2020-08,"Sun, Aug 30",12 am,Lo:68,Hi:75,6
2020-08,"Thu, Aug 27",12 am,Lo:70,Hi:73,1
2020-08,"Fri, Aug 28",12 am,Lo:72,Hi:73,3
2020-08,"Sat, Aug 29",12 am,Lo:72,Hi:73,6
2020-08,"Sun, Aug 30",12 am,Lo:68,Hi:75,6
2020-08,"Mon, Aug 31",12 am,Lo:64,Hi:70,3
2020-09,"Wed, Sep 2",12 am,Lo:70,Hi:72,5
2020-09,"Thu, Sep 3",12 am,Lo:75,Hi:75,2
2020-09,"Fri, Sep 4",12 am,Lo:70,Hi:73,4
2020-09,"Sat, Sep 5",12 am,Lo:66,Hi:72,4
2020-09,"Sun, Sep 6",12 am,Lo:66,Hi:70,4
2020-09,"Sun, Sep 6",12 am,Lo:66,Hi:70,4
2020-09,"Mon, Sep 7",12 am,Lo:66,Hi:72,1
2020-09,"Tue, Sep 8",12 am,Lo:70,Hi:72,1
2020-09,"Wed, Sep 9",12 am,Lo:70,Hi:72,1
2020-09,"Thu, Sep 10",12 am,Lo:73,Hi:73,3
2020-09,"Fri, Sep 11",12 am,Lo:70,Hi:75,2
2020-09,"Sat, Sep 12",12 am,Lo:64,Hi:66,6
2020-09,"Sun, Sep 13",12 am,Lo:61,Hi:64,1
2020-09,"Mon, Sep 14",12 am,Lo:70,Hi:72,3
2020-09,"Tue, Sep 15",12 am,Lo:55,Hi:61,6
2020-09,"Wed, Sep 16",12 am,Lo:57,Hi:59,4
2020-09,"Thu, Sep 17",12 am,Lo:64,Hi:66,1
2020-09,"Fri, Sep 18",12 am,Lo:63,Hi:72,6
2020-09,"Sat, Sep 19",12 am,Lo:52,Hi:55,9
2020-09,"Sun, Sep 20",12 am,Lo:52,Hi:54,6
2020-09,"Mon, Sep 21",12 am,Lo:50,Hi:54,2
2020-09,"Tue, Sep 22",12 am,Lo:48,Hi:55,2
2020-09,"Wed, Sep 23",12 am,Lo:57,Hi:61,3
2020-09,"Thu, Sep 24",12 am,Lo:63,Hi:68,2
2020-09,"Fri, Sep 25",12 am,Lo:63,Hi:66,2
2020-09,"Sat, Sep 26",12 am,Lo:64,Hi:66,2
2020-09,"Sun, Sep 27",12 am,Lo:66,Hi:70,2
2020-09,"Mon, Sep 28",12 am,Lo:70,Hi:72,1
2020-09,"Tue, Sep 29",12 am,Lo:68,Hi:70,3
2020-09,"Wed, Sep 30",12 am,Lo:61,Hi:72,5
2021-06,"Wed, Jun 2",12 am,Lo:63,Hi:64,2
2021-06,"Thu, Jun 3",12 am,Lo:61,Hi:63,0
2021-06,"Fri, Jun 4",12 am,Lo:68,Hi:70,4
2021-06,"Sat, Jun 5",12 am,Lo:66,Hi:66,4
2021-06,"Sun, Jun 6",12 am,Lo:75,Hi:81,4
2021-06,"Sun, Jun 6",12 am,Lo:75,Hi:81,4
2021-06,"Mon, Jun 7",12 am,Lo:75,Hi:81,4
2021-06,"Tue, Jun 8",12 am,Lo:79,Hi:81,2
2021-06,"Wed, Jun 9",12 am,Lo:72,Hi:73,2
2021-06,"Thu, Jun 10",12 am,Lo:75,Hi:79,4
2021-06,"Fri, Jun 11",12 am,Lo:63,Hi:64,6
2021-06,"Sat, Jun 12",12 am,Lo:64,Hi:66,4
2021-06,"Sun, Jun 13",12 am,Lo:63,Hi:63,2
2021-06,"Mon, Jun 14",12 am,Lo:66,Hi:68,1
2021-06,"Tue, Jun 15",12 am,Lo:66,Hi:68,3
2021-06,"Wed, Jun 16",12 am,Lo:63,Hi:66,3
2021-06,"Thu, Jun 17",12 am,Lo:57,Hi:66,4
2021-06,"Fri, Jun 18",12 am,Lo:63,Hi:68,2
2021-06,"Sat, Jun 19",12 am,Lo:64,Hi:73,4
2021-06,"Sun, Jun 20",12 am,Lo:66,Hi:70,4
2021-06,"Mon, Jun 21",12 am,Lo:75,Hi:81,2
2021-06,"Tue, Jun 22",12 am,Lo:73,Hi:77,5
2021-06,"Wed, Jun 23",12 am,Lo:55,Hi:59,3
2021-06,"Thu, Jun 24",12 am,Lo:61,Hi:64,1
2021-06,"Fri, Jun 25",12 am,Lo:64,Hi:66,4
2021-06,"Sat, Jun 26",12 am,Lo:70,Hi:72,1
2021-06,"Sun, Jun 27",12 am,Lo:73,Hi:75,4
2021-06,"Mon, Jun 28",12 am,Lo:75,Hi:79,2
2021-06,"Tue, Jun 29",12 am,Lo:79,Hi:82,6
2021-06,"Wed, Jun 30",12 am,Lo:81,Hi:84,4
2021-07,"Fri, Jul 2",12 am,Lo:70,Hi:72,3
2021-07,"Sat, Jul 3",12 am,Lo:61,Hi:63,10
2021-07,"Sun, Jul 4",12 am,Lo:61,Hi:63,1
2021-07,"Mon, Jul 5",12 am,Lo:66,Hi:70,1
2021-07,"Tue, Jul 6",12 am,Lo:73,Hi:75,7
2021-07,"Tue, Jul 6",12 am,Lo:73,Hi:75,7
2021-07,"Wed, Jul 7",12 am,Lo:72,Hi:73,4
2021-07,"Thu, Jul 8",12 am,Lo:73,Hi:82,4
2021-07,"Fri, Jul 9",12 am,Lo:72,Hi:73,6
2021-07,"Sat, Jul 10",12 am,Lo:68,Hi:72,2
2021-07,"Sun, Jul 11",12 am,Lo:70,Hi:72,1
2021-07,"Mon, Jul 12",12 am,Lo:72,Hi:75,2
2021-07,"Tue, Jul 13",12 am,Lo:70,Hi:72,5
2021-07,"Wed, Jul 14",12 am,Lo:70,Hi:72,4
2021-07,"Thu, Jul 15",12 am,Lo:73,Hi:77,2
2021-07,"Fri, Jul 16",12 am,Lo:79,Hi:81,4
2021-07,"Sat, Jul 17",12 am,Lo:79,Hi:82,2
2021-07,"Sun, Jul 18",12 am,Lo:73,Hi:73,3
2021-07,"Mon, Jul 19",12 am,Lo:72,Hi:73,6
2021-07,"Tue, Jul 20",12 am,Lo:73,Hi:75,3
2021-07,"Wed, Jul 21",12 am,Lo:73,Hi:81,1
2021-07,"Thu, Jul 22",12 am,Lo:66,Hi:72,4
2021-07,"Fri, Jul 23",12 am,Lo:66,Hi:72,4
2021-07,"Sat, Jul 24",12 am,Lo:66,Hi:72,1
2021-07,"Sun, Jul 25",12 am,Lo:66,Hi:75,1
2021-07,"Mon, Jul 26",12 am,Lo:72,Hi:77,3
2021-07,"Tue, Jul 27",12 am,Lo:75,Hi:79,2
2021-07,"Wed, Jul 28",12 am,Lo:70,Hi:75,4
2021-07,"Thu, Jul 29",12 am,Lo:72,Hi:72,0
2021-07,"Fri, Jul 30",12 am,Lo:70,Hi:72,4
2021-07,"Tue, Jul 27",12 am,Lo:75,Hi:79,2
2021-07,"Wed, Jul 28",12 am,Lo:70,Hi:75,4
2021-07,"Thu, Jul 29",12 am,Lo:72,Hi:72,0
2021-07,"Fri, Jul 30",12 am,Lo:70,Hi:72,4
2021-07,"Sat, Jul 31",12 am,Lo:61,Hi:66,4
2021-08,"Mon, Aug 2",12 am,Lo:63,Hi:68,5
2021-08,"Tue, Aug 3",12 am,Lo:64,Hi:72,2
2021-08,"Wed, Aug 4",12 am,Lo:68,Hi:72,3
2021-08,"Thu, Aug 5",12 am,Lo:70,Hi:70,5
2021-08,"Fri, Aug 6",12 am,Lo:70,Hi:72,4
2021-08,"Fri, Aug 6",12 am,Lo:70,Hi:72,4
2021-08,"Sat, Aug 7",12 am,Lo:73,Hi:75,6
2021-08,"Sun, Aug 8",12 am,Lo:66,Hi:77,3
2021-08,"Mon, Aug 9",12 am,Lo:70,Hi:72,5
2021-08,"Tue, Aug 10",12 am,Lo:72,Hi:73,1
2021-08,"Wed, Aug 11",12 am,Lo:73,Hi:73,4
2021-08,"Thu, Aug 12",12 am,Lo:73,Hi:75,4
2021-08,"Fri, Aug 13",12 am,Lo:79,Hi:84,4
2021-08,"Sat, Aug 14",12 am,Lo:81,Hi:84,2
2021-08,"Sun, Aug 15",12 am,Lo:72,Hi:77,5
2021-08,"Mon, Aug 16",12 am,Lo:70,Hi:73,3
2021-08,"Tue, Aug 17",12 am,Lo:73,Hi:73,1
2021-08,"Wed, Aug 18",12 am,Lo:73,Hi:75,2
2021-08,"Thu, Aug 19",12 am,Lo:75,Hi:79,4
2021-08,"Fri, Aug 20",12 am,Lo:75,Hi:79,2
2021-08,"Sat, Aug 21",12 am,Lo:73,Hi:75,0
2021-08,"Sun, Aug 22",12 am,Lo:75,Hi:75,7
2021-08,"Mon, Aug 23",12 am,Lo:72,Hi:72,4
2021-08,"Tue, Aug 24",12 am,Lo:73,Hi:75,2
2021-08,"Wed, Aug 25",12 am,Lo:73,Hi:79,2
2021-08,"Thu, Aug 26",12 am,Lo:79,Hi:82,4
2021-08,"Fri, Aug 27",12 am,Lo:79,Hi:82,2
2021-08,"Sat, Aug 28",12 am,Lo:75,Hi:81,9
2021-08,"Sun, Aug 29",12 am,Lo:70,Hi:70,6
2021-08,"Mon, Aug 30",12 am,Lo:73,Hi:75,1
2021-08,"Fri, Aug 27",12 am,Lo:79,Hi:82,2
2021-08,"Sat, Aug 28",12 am,Lo:75,Hi:81,9
2021-08,"Sun, Aug 29",12 am,Lo:70,Hi:70,6
2021-08,"Mon, Aug 30",12 am,Lo:73,Hi:75,1
2021-08,"Tue, Aug 31",12 am,Lo:75,Hi:79,4
2021-09,"Thu, Sep 2",12 am,Lo:63,Hi:64,10
2021-09,"Fri, Sep 3",12 am,Lo:61,Hi:64,2
2021-09,"Sat, Sep 4",12 am,Lo:63,Hi:64,1
2021-09,"Sun, Sep 5",12 am,Lo:66,Hi:70,3
2021-09,"Mon, Sep 6",12 am,Lo:70,Hi:72,3
2021-09,"Mon, Sep 6",12 am,Lo:70,Hi:72,3
2021-09,"Tue, Sep 7",12 am,Lo:64,Hi:70,2
2021-09,"Wed, Sep 8",12 am,Lo:72,Hi:73,3
2021-09,"Thu, Sep 9",12 am,Lo:70,Hi:75,2
2021-09,"Fri, Sep 10",12 am,Lo:64,Hi:68,5
2021-09,"Sat, Sep 11",12 am,Lo:61,Hi:64,1
2021-09,"Sun, Sep 12",12 am,Lo:66,Hi:70,3
2021-09,"Mon, Sep 13",12 am,Lo:73,Hi:77,6
2021-09,"Tue, Sep 14",12 am,Lo:70,Hi:70,2
2021-09,"Wed, Sep 15",12 am,Lo:73,Hi:73,0
2021-09,"Thu, Sep 16",12 am,Lo:72,Hi:73,0
2021-09,"Fri, Sep 17",12 am,Lo:72,Hi:72,0
2021-09,"Sat, Sep 18",12 am,Lo:70,Hi:72,0
2021-09,"Sun, Sep 19",12 am,Lo:66,Hi:73,0
2021-09,"Mon, Sep 20",12 am,Lo:63,Hi:66,0
2021-09,"Tue, Sep 21",12 am,Lo:63,Hi:64,0
2021-09,"Wed, Sep 22",12 am,Lo:72,Hi:72,0
2021-09,"Thu, Sep 23",12 am,Lo:73,Hi:75,0
2021-09,"Fri, Sep 24",12 am,Lo:57,Hi:64,4
2021-09,"Sat, Sep 25",12 am,Lo:57,Hi:63,0
2021-09,"Sun, Sep 26",12 am,Lo:63,Hi:64,2
2021-09,"Mon, Sep 27",12 am,Lo:63,Hi:64,0
2021-09,"Tue, Sep 28",12 am,Lo:66,Hi:70,0
2021-09,"Wed, Sep 29",12 am,Lo:55,Hi:61,0
2021-09,"Thu, Sep 30",12 am,Lo:59,Hi:63,0
2022-06,"Thu, Jun 2",12 am,Lo:63,Hi:63,2
2022-06,"Fri, Jun 3",12 am,Lo:63,Hi:66,4
2022-06,"Sat, Jun 4",12 am,Lo:61,Hi:66,1
2022-06,"Sun, Jun 5",12 am,Lo:57,Hi:68,5
2022-06,"Mon, Jun 6",12 am,Lo:64,Hi:64,2
2022-06,"Mon, Jun 6",12 am,Lo:64,Hi:64,2
2022-06,"Tue, Jun 7",12 am,Lo:63,Hi:66,3
2022-06,"Wed, Jun 8",12 am,Lo:66,Hi:68,2
2022-06,"Thu, Jun 9",12 am,Lo:70,Hi:72,4
2022-06,"Fri, Jun 10",12 am,Lo:63,Hi:66,5
2022-06,"Sat, Jun 11",12 am,Lo:66,Hi:73,1
2022-06,"Sun, Jun 12",12 am,Lo:64,Hi:66,2
2022-06,"Mon, Jun 13",12 am,Lo:68,Hi:70,3
2022-06,"Tue, Jun 14",12 am,Lo:70,Hi:73,5
2022-06,"Wed, Jun 15",12 am,Lo:66,Hi:73,2
2022-06,"Thu, Jun 16",12 am,Lo:66,Hi:66,2
2022-06,"Fri, Jun 17",12 am,Lo:70,Hi:70,2
2022-06,"Sat, Jun 18",12 am,Lo:68,Hi:75,8
2022-06,"Sun, Jun 19",12 am,Lo:55,Hi:59,4
2022-06,"Mon, Jun 20",12 am,Lo:57,Hi:63,4
2022-06,"Tue, Jun 21",12 am,Lo:63,Hi:68,1
2022-06,"Wed, Jun 22",12 am,Lo:66,Hi:66,4
2022-06,"Thu, Jun 23",12 am,Lo:61,Hi:63,4
2022-06,"Fri, Jun 24",12 am,Lo:63,Hi:64,1
2022-06,"Sat, Jun 25",12 am,Lo:70,Hi:75,2
2022-06,"Sun, Jun 26",12 am,Lo:73,Hi:75,2
2022-06,"Mon, Jun 27",12 am,Lo:73,Hi:73,4
2022-06,"Tue, Jun 28",12 am,Lo:66,Hi:70,1
2022-06,"Wed, Jun 29",12 am,Lo:66,Hi:70,0
2022-06,"Thu, Jun 30",12 am,Lo:70,Hi:73,2
2022-07,"Sat, Jul 2",12 am,Lo:73,Hi:81,2
2022-07,"Sun, Jul 3",12 am,Lo:75,Hi:81,4
2022-07,"Mon, Jul 4",12 am,Lo:66,Hi:73,2
2022-07,"Tue, Jul 5",12 am,Lo:73,Hi:75,5
2022-07,"Wed, Jul 6",12 am,Lo:72,Hi:73,4
2022-07,"Wed, Jul 6",12 am,Lo:72,Hi:73,4
2022-07,"Thu, Jul 7",12 am,Lo:72,Hi:77,6
2022-07,"Fri, Jul 8",12 am,Lo:68,Hi:70,0
2022-07,"Sat, Jul 9",12 am,Lo:72,Hi:73,2
2022-07,"Sun, Jul 10",12 am,Lo:68,Hi:73,4
2022-07,"Mon, Jul 11",12 am,Lo:66,Hi:70,4
2022-07,"Tue, Jul 12",12 am,Lo:70,Hi:72,6
2022-07,"Wed, Jul 13",12 am,Lo:75,Hi:81,2
2022-07,"Thu, Jul 14",12 am,Lo:73,Hi:81,4
2022-07,"Fri, Jul 15",12 am,Lo:73,Hi:79,3
2022-07,"Sat, Jul 16",12 am,Lo:73,Hi:73,1
2022-07,"Sun, Jul 17",12 am,Lo:72,Hi:75,3
2022-07,"Mon, Jul 18",12 am,Lo:77,Hi:81,1
2022-07,"Tue, Jul 19",12 am,Lo:73,Hi:77,5
2022-07,"Wed, Jul 20",12 am,Lo:79,Hi:82,4
2022-07,"Thu, Jul 21",12 am,Lo:79,Hi:82,2
2022-07,"Fri, Jul 22",12 am,Lo:79,Hi:84,2
2022-07,"Sat, Jul 23",12 am,Lo:79,Hi:84,4
2022-07,"Sun, Jul 24",12 am,Lo:81,Hi:84,4
2022-07,"Mon, Jul 25",12 am,Lo:82,Hi:84,7
2022-07,"Tue, Jul 26",12 am,Lo:72,Hi:81,5
2022-07,"Wed, Jul 27",12 am,Lo:70,Hi:73,1
2022-07,"Thu, Jul 28",12 am,Lo:73,Hi:79,1
2022-07,"Fri, Jul 29",12 am,Lo:75,Hi:81,2
2022-07,"Sat, Jul 30",12 am,Lo:73,Hi:75,4
2022-07,"Wed, Jul 27",12 am,Lo:70,Hi:73,1
2022-07,"Thu, Jul 28",12 am,Lo:73,Hi:79,1
2022-07,"Fri, Jul 29",12 am,Lo:75,Hi:81,2
2022-07,"Sat, Jul 30",12 am,Lo:73,Hi:75,4
2022-07,"Sun, Jul 31",12 am,Lo:72,Hi:79,2
2022-08,"Tue, Aug 2",12 am,Lo:72,Hi:72,2
2022-08,"Wed, Aug 3",12 am,Lo:72,Hi:81,4
2022-08,"Thu, Aug 4",12 am,Lo:75,Hi:79,3
2022-08,"Fri, Aug 5",12 am,Lo:79,Hi:81,4
2022-08,"Sat, Aug 6",12 am,Lo:77,Hi:82,3
2022-08,"Sat, Aug 6",12 am,Lo:77,Hi:82,3
2022-08,"Sun, Aug 7",12 am,Lo:81,Hi:82,5
2022-08,"Mon, Aug 8",12 am,Lo:79,Hi:82,5
2022-08,"Tue, Aug 9",12 am,Lo:82,Hi:84,4
2022-08,"Wed, Aug 10",12 am,Lo:75,Hi:82,5
2022-08,"Thu, Aug 11",12 am,Lo:75,Hi:79,1
2022-08,"Fri, Aug 12",12 am,Lo:72,Hi:79,6
2022-08,"Sat, Aug 13",12 am,Lo:66,Hi:72,3
2022-08,"Sun, Aug 14",12 am,Lo:66,Hi:70,2
2022-08,"Mon, Aug 15",12 am,Lo:68,Hi:72,1
2022-08,"Tue, Aug 16",12 am,Lo:66,Hi:70,4
2022-08,"Wed, Aug 17",12 am,Lo:66,Hi:73,4
2022-08,"Thu, Aug 18",12 am,Lo:64,Hi:64,2
2022-08,"Fri, Aug 19",12 am,Lo:70,Hi:73,2
2022-08,"Sat, Aug 20",12 am,Lo:75,Hi:79,3
2022-08,"Sun, Aug 21",12 am,Lo:72,Hi:75,1
2022-08,"Mon, Aug 22",12 am,Lo:73,Hi:75,2
2022-08,"Tue, Aug 23",12 am,Lo:72,Hi:73,1
2022-08,"Wed, Aug 24",12 am,Lo:72,Hi:73,3
2022-08,"Thu, Aug 25",12 am,Lo:72,Hi:79,2
2022-08,"Fri, Aug 26",12 am,Lo:75,Hi:79,2
2022-08,"Sat, Aug 27",12 am,Lo:75,Hi:81,3
2022-08,"Sun, Aug 28",12 am,Lo:73,Hi:75,7
2022-08,"Mon, Aug 29",12 am,Lo:75,Hi:75,1
2022-08,"Tue, Aug 30",12 am,Lo:73,Hi:75,4
2022-08,"Sat, Aug 27",12 am,Lo:75,Hi:81,3
2022-08,"Sun, Aug 28",12 am,Lo:73,Hi:75,7
2022-08,"Mon, Aug 29",12 am,Lo:75,Hi:75,1
2022-08,"Tue, Aug 30",12 am,Lo:73,Hi:75,4
2022-08,"Wed, Aug 31",12 am,Lo:70,Hi:73,4
2022-09,"Fri, Sep 2",12 am,Lo:63,Hi:70,6
2022-09,"Sat, Sep 3",12 am,Lo:66,Hi:66,1
2022-09,"Sun, Sep 4",12 am,Lo:72,Hi:72,1
2022-09,"Mon, Sep 5",12 am,Lo:73,Hi:77,0
2022-09,"Tue, Sep 6",12 am,Lo:72,Hi:73,1
2022-09,"Tue, Sep 6",12 am,Lo:72,Hi:73,1
2022-09,"Wed, Sep 7",12 am,Lo:66,Hi:68,8
2022-09,"Thu, Sep 8",12 am,Lo:64,Hi:68,6
2022-09,"Fri, Sep 9",12 am,Lo:63,Hi:68,4
2022-09,"Sat, Sep 10",12 am,Lo:64,Hi:68,1
2022-09,"Sun, Sep 11",12 am,Lo:72,Hi:73,3
2022-09,"Mon, Sep 12",12 am,Lo:70,Hi:70,1
2022-09,"Tue, Sep 13",12 am,Lo:72,Hi:73,1
2022-09,"Wed, Sep 14",12 am,Lo:64,Hi:70,6
2022-09,"Thu, Sep 15",12 am,Lo:66,Hi:72,6
2022-09,"Fri, Sep 16",12 am,Lo:57,Hi:63,1
2022-09,"Sat, Sep 17",12 am,Lo:64,Hi:68,7
2022-09,"Sun, Sep 18",12 am,Lo:68,Hi:70,5
2022-09,"Mon, Sep 19",12 am,Lo:72,Hi:75,6
2022-09,"Tue, Sep 20",12 am,Lo:68,Hi:70,1
2022-09,"Wed, Sep 21",12 am,Lo:63,Hi:68,1
2022-09,"Thu, Sep 22",12 am,Lo:72,Hi:72,5
2022-09,"Fri, Sep 23",12 am,Lo:54,Hi:57,6
2022-09,"Sat, Sep 24",12 am,Lo:48,Hi:52,6
2022-09,"Sun, Sep 25",12 am,Lo:59,Hi:63,2
2022-09,"Mon, Sep 26",12 am,Lo:59,Hi:61,6
2022-09,"Tue, Sep 27",12 am,Lo:61,Hi:66,3
2022-09,"Wed, Sep 28",12 am,Lo:54,Hi:59,4
2022-09,"Thu, Sep 29",12 am,Lo:54,Hi:61,4
2022-09,"Fri, Sep 30",12 am,Lo:54,Hi:57,7
2023-06,"Fri, Jun 2",12 am,Lo:66,Hi:70,1
2023-06,"Sat, Jun 3",12 am,Lo:66,Hi:70,6
2023-06,"Sun, Jun 4",12 am,Lo:48,Hi:55,7
2023-06,"Mon, Jun 5",12 am,Lo:55,Hi:59,2
2023-06,"Tue, Jun 6",12 am,Lo:61,Hi:66,2
2023-06,"Tue, Jun 6",12 am,Lo:61,Hi:66,2
2023-06,"Wed, Jun 7",12 am,Lo:57,Hi:63,4
2023-06,"Thu, Jun 8",12 am,Lo:55,Hi:57,1
2023-06,"Fri, Jun 9",12 am,Lo:57,Hi:61,6
2023-06,"Sat, Jun 10",12 am,Lo:57,Hi:63,4
2023-06,"Sun, Jun 11",12 am,Lo:64,Hi:68,1
2023-06,"Mon, Jun 12",12 am,Lo:68,Hi:72,0
2023-06,"Tue, Jun 13",12 am,Lo:64,Hi:68,5
2023-06,"Wed, Jun 14",12 am,Lo:64,Hi:66,0
2023-06,"Thu, Jun 15",12 am,Lo:61,Hi:63,4
2023-06,"Fri, Jun 16",12 am,Lo:66,Hi:70,1
2023-06,"Sat, Jun 17",12 am,Lo:63,Hi:64,1
2023-06,"Sun, Jun 18",12 am,Lo:63,Hi:66,4
2023-06,"Mon, Jun 19",12 am,Lo:66,Hi:70,4
2023-06,"Tue, Jun 20",12 am,Lo:64,Hi:66,6
2023-06,"Wed, Jun 21",12 am,Lo:63,Hi:64,10
2023-06,"Thu, Jun 22",12 am,Lo:61,Hi:64,10
2023-06,"Fri, Jun 23",12 am,Lo:64,Hi:66,1
2023-06,"Sat, Jun 24",12 am,Lo:70,Hi:70,0
2023-06,"Sun, Jun 25",12 am,Lo:72,Hi:73,2
2023-06,"Mon, Jun 26",12 am,Lo:70,Hi:72,1
2023-06,"Tue, Jun 27",12 am,Lo:66,Hi:70,1
2023-06,"Wed, Jun 28",12 am,Lo:66,Hi:70,2
2023-06,"Thu, Jun 29",12 am,Lo:64,Hi:70,5
2023-06,"Fri, Jun 30",12 am,Lo:70,Hi:72,0
2023-07,"Sun, Jul 2",12 am,Lo:70,Hi:73,2
2023-07,"Mon, Jul 3",12 am,Lo:73,Hi:73,3
2023-07,"Tue, Jul 4",12 am,Lo:73,Hi:73,1
2023-07,"Wed, Jul 5",12 am,Lo:72,Hi:75,1
2023-07,"Thu, Jul 6",12 am,Lo:79,Hi:81,2
2023-07,"Thu, Jul 6",12 am,Lo:79,Hi:81,2
2023-07,"Fri, Jul 7",12 am,Lo:75,Hi:75,1
2023-07,"Sat, Jul 8",12 am,Lo:75,Hi:77,4
2023-07,"Sun, Jul 9",12 am,Lo:75,Hi:77,0
2023-07,"Mon, Jul 10",12 am,Lo:72,Hi:73,2
2023-07,"Tue, Jul 11",12 am,Lo:70,Hi:73,4
2023-07,"Wed, Jul 12",12 am,Lo:75,Hi:79,2
2023-07,"Thu, Jul 13",12 am,Lo:77,Hi:81,5
2023-07,"Fri, Jul 14",12 am,Lo:73,Hi:81,5
2023-07,"Sat, Jul 15",12 am,Lo:72,Hi:73,1
2023-07,"Sun, Jul 16",12 am,Lo:79,Hi:79,0
2023-07,"Mon, Jul 17",12 am,Lo:73,Hi:75,3
2023-07,"Tue, Jul 18",12 am,Lo:75,Hi:81,1
2023-07,"Wed, Jul 19",12 am,Lo:73,Hi:77,2
2023-07,"Thu, Jul 20",12 am,Lo:72,Hi:73,1
2023-07,"Fri, Jul 21",12 am,Lo:73,Hi:75,1
2023-07,"Sat, Jul 22",12 am,Lo:70,Hi:75,4
2023-07,"Sun, Jul 23",12 am,Lo:70,Hi:75,1
2023-07,"Mon, Jul 24",12 am,Lo:75,Hi:77,4
2023-07,"Tue, Jul 25",12 am,Lo:73,Hi:75,4
2023-07,"Wed, Jul 26",12 am,Lo:68,Hi:70,1
2023-07,"Thu, Jul 27",12 am,Lo:75,Hi:77,4
2023-07,"Fri, Jul 28",12 am,Lo:75,Hi:75,1
2023-07,"Sat, Jul 29",12 am,Lo:77,Hi:82,3
2023-07,"Sun, Jul 30",12 am,Lo:66,Hi:72,6
2023-07,"Thu, Jul 27",12 am,Lo:75,Hi:77,4
